"id","numero_cte","destinatario_nome","veiculo_placa","valor_total","data_emissao","numero_fatura","data_baixa","observacao","data_inclusao_fatura","data_envio_processo","primeiro_envio","data_rq_tmc","data_atesto","envio_final","origem_dados","created_at","updated_at"
104,970,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1030.42","2025-07-22",NULL,NULL,NULL,NULL,NULL,"2025-07-24","2025-07-22",NULL,NULL,"CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-12 16:02:26.516823+00"
105,971,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1951.05","2025-07-23",NULL,NULL,NULL,NULL,NULL,"2025-07-30","2025-07-23",NULL,NULL,"CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-12 16:02:26.516823+00"
106,972,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2117.36","2025-07-24",NULL,NULL,NULL,NULL,NULL,"2025-07-31","2025-07-24",NULL,NULL,"CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-12 16:02:26.516823+00"
109,21257,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","725.60","2024-10-08","5023969.0","2025-01-07"," | BAIXA REGISTRADA",NULL,NULL,"2024-10-16","2024-10-08","2024-12-11","2024-12-12","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-13 13:42:58.600756+00"
110,21258,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","778.38","2024-10-08","5023970.0","2024-12-20"," | BAIXA REGISTRADA",NULL,NULL,"2024-10-16","2024-10-08","2024-12-11","2024-12-12","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-14 18:10:41.721334+00"
111,21259,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","817.26","2024-10-08","5023971.0","2025-01-07"," | BAIXA REGISTRADA",NULL,NULL,"2024-10-16","2024-10-08","2024-12-11","2024-12-12","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-13 13:43:05.85132+00"
112,21260,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1161.64","2024-10-08","5023972.0","2024-12-20"," | BAIXA REGISTRADA",NULL,NULL,"2024-10-16","2024-10-08","2024-12-11","2024-12-12","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-14 18:10:41.50693+00"
113,21344,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","2488.15","2024-10-30","5024046.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-01","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-14 18:10:40.217098+00"
114,21345,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1382.69","2024-10-30","5024047.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-01","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:07:58.230041+00","2025-08-14 18:10:39.995862+00"
115,21346,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","900.68","2024-10-30","5024048.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-01","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:39.786438+00"
116,21347,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","3120.91","2024-10-30","5024049.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-01","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:39.570565+00"
117,21349,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","2456.92","2024-10-30","5024052.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:39.346157+00"
118,21350,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","789.47","2024-10-30","5024053.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:39.109289+00"
119,21351,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","898.49","2024-10-30","5024054.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:38.880606+00"
120,21352,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","357.67","2024-10-30","5024055.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:38.68256+00"
121,21353,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","324.79","2024-10-30","5024056.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-30","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:38.464704+00"
122,21356,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","530.72","2024-10-31","5024059.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-31","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:38.258621+00"
123,21357,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","540.48","2024-10-31","5024060.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-31","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:38.055472+00"
124,21358,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","632.81","2024-10-31","5024061.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-31","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:37.85189+00"
125,21359,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","865.56","2024-10-31","5024062.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-10-31","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:37.654957+00"
126,21361,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1041.19","2024-11-01","5024064.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-11-01","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:37.436595+00"
127,21362,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","7199.79","2024-11-01","5024065.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-11-01","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:37.22436+00"
128,21363,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","620.22","2024-11-01","5024066.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-11-01","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:37.023279+00"
129,21364,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1272.20","2024-11-01","5024067.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-05","2024-11-01","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:36.817623+00"
130,21366,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","911.24","2024-11-04","5024069.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-04","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:36.58157+00"
131,21367,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","915.40","2024-11-04","5024070.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-04","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:36.370909+00"
132,21369,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1620.84","2024-11-04","5024072.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-04","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:36.171518+00"
133,21371,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","4270.46","2024-11-06","5024073.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:35.760924+00"
134,21372,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1913.43","2024-11-06","5024074.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:35.562624+00"
135,21373,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1044.64","2024-11-06","5024075.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-06","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:35.361145+00"
136,21374,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","932.25","2024-11-06","5024076.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:35.160992+00"
137,21375,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1032.76","2024-11-06","5024077.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:34.959641+00"
138,21376,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","6752.28","2024-11-06","5024078.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:34.758902+00"
139,21377,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","633.61","2024-11-06","5024079.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:34.560314+00"
140,21378,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","769.81","2024-11-06","5024080.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:34.356519+00"
141,21379,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","764.47","2024-11-06","5024081.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-08","2024-11-06","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:34.150764+00"
142,21381,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","887.82","2024-11-08","5024083.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-08","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:33.92506+00"
143,21382,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1812.29","2024-11-08","5024084.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-08","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:33.724801+00"
144,21383,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1705.95","2024-11-08","5024085.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-08","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:33.519687+00"
145,21386,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","939.94","2024-11-10","5024086.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:33.316202+00"
146,21387,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","869.67","2024-11-10","5024087.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:33.114738+00"
147,21388,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KQO5E26","3108.44","2024-11-10","5024088.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:32.914651+00"
148,21390,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","878.84","2024-11-10","5024089.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:32.712623+00"
149,21391,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","3403.90","2024-11-10","5024090.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:32.504908+00"
150,21392,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","957.11","2024-11-10","5024091.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-12","2024-11-10","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:32.296159+00"
151,21396,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KOR7G99","1774.11","2024-11-12","5024095.0","2024-11-25"," | BAIXA REGISTRADA",NULL,NULL,"2024-11-15","2024-11-12","2024-11-15","2024-11-16","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-14 18:10:32.007007+00"
152,21472,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1380.32","2024-12-10","5024169.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-10","2024-12-10","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:57.695044+00"
153,21474,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","484.43","2024-12-10","5024171.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-10","2024-12-10","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:57.909916+00"
154,21475,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","864.74","2024-12-10","5024172.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-10","2024-12-10","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:56.66608+00"
155,21479,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","979.45","2024-12-10","5024176.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-16","2024-12-10","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:54.871446+00"
156,21480,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2104.98","2024-12-10","5024177.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-16","2024-12-10","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:55.081877+00"
157,21481,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","975.47","2024-12-10","5024178.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-16","2024-12-10","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:55.311943+00"
158,21482,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","4062.38","2024-12-11","5024179.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-17","2024-12-11","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:54.418649+00"
159,21486,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","751.37","2024-12-12","5024183.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-16","2024-12-12","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:55.520448+00"
160,21491,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1324.50","2024-12-15","5024188.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-18","2024-12-15","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:55.764552+00"
161,21492,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1613.83","2024-12-15","5024189.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-18","2024-12-15","2025-01-27","2025-01-27","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:55.999733+00"
162,21493,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1788.90","2024-12-17","5024190.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-18","2024-12-17","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:56.442488+00"
163,21494,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1307.28","2024-12-17","5024191.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-18","2024-12-17","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:57.484891+00"
164,21507,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1029.42","2024-12-17","5024204.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-19","2024-12-17","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:56.908132+00"
165,21509,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","444.21","2024-12-17","5024206.0","2025-02-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-12-19","2024-12-17","2025-01-22","2025-01-22","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-13 14:27:56.211191+00"
166,21575,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2245.09","2025-01-08","5024270.0",NULL,NULL,NULL,NULL,"2025-01-13","2025-01-08","2025-01-30","2025-01-30","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
167,21584,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","2599.68","2025-01-09","5024278.0",NULL,NULL,NULL,NULL,"2025-07-28","2025-01-09","2025-01-30","2025-01-30","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
168,21609,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1384.58","2025-01-16","5024303.0",NULL,NULL,NULL,NULL,"2025-01-28","2025-01-16","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
169,21613,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYK8231","1220.04","2025-01-16","5024307.0",NULL,NULL,NULL,NULL,"2025-01-28","2025-01-16","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
170,21616,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1738.59","2025-01-17","5024310.0",NULL,NULL,NULL,NULL,"2025-01-28","2025-01-17","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
171,21618,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","791.68","2025-01-22","5024312.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
172,21619,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","939.17","2025-01-22","5024313.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
173,21620,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1035.09","2025-01-22","5024314.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
174,21621,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","543.24","2025-01-22","5024315.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
175,21622,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","582.91","2025-01-22","5024316.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
176,21623,"BAKER HUGHES DO BRASIL LTDA","KYK8231","1255.06","2025-01-22","5024317.0",NULL,NULL,NULL,NULL,"2025-01-30","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
177,21624,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","966.02","2025-01-22","5024318.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
178,21625,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","985.02","2025-01-22","5024319.0",NULL,NULL,NULL,NULL,"2025-01-29","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
179,21626,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYE1I22","1036.99","2025-01-22","5024320.0",NULL,NULL,NULL,NULL,"2025-01-30","2025-01-22","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
180,21627,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYE1I22","1090.08","2025-01-22","5024321.0",NULL,NULL,NULL,NULL,"2025-01-30","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
181,21628,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1703.68","2025-01-22","5024322.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-22","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
182,21629,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1407.81","2025-01-22","5024323.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-22","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
183,21630,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1654.08","2025-01-22","5024324.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-22","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
184,21631,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1163.65","2025-01-23","5024325.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-07","2025-02-07","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
185,21632,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1039.51","2025-01-23","5024326.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
186,21633,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1126.40","2025-01-23","5024327.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
187,21634,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1942.65","2025-01-23","5024328.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
188,21635,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","918.10","2025-01-23","5024329.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:31.859027+00"
189,21636,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1819.99","2025-01-23","5024330.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-23","2025-02-11","2025-02-11","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:30.100817+00"
190,21637,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","374.93","2025-01-24","5024331.0",NULL,NULL,NULL,NULL,"2025-01-31","2025-01-24","2025-02-12","2025-02-12","CSV_CORRIGIDO_V3","2025-08-07 16:08:00.237316+00","2025-08-12 16:02:30.100817+00"
